cliente,produto,quantidade
b'f-Spuw',b'lQgPqA',2
b'f-Spuw',b'I9ze7Q',2
b'f-Spuw',b'VdXeDg',2
b'o9kzOQ',b'-rprPg',2
b'HUwnPg',b'QIzpBw',2
b'DgxG3g',b'RyicAQ',2
b'DgxG3g',b'0fNhMQ',2
b'mbm.tA',b'adySIA',2
b'mbm.tA',b'dssuaA',2
b'hZliPQ',b'LxjIwA',2
b'hZliPQ',b'bJZ8IA',2
b'RKlijg',b'VjKJrw',4
b'RKlijg',b'ywT5Zw',2
b'RKlijg',b'55fSoA',2
b'RKlijg',b'w4Ef3g',2
b'RKlijg',b'1G4MjQ',2
b'RKlijg',b'bBiHIQ',2
b'RKlijg',b'mNgbdQ',2
b'YAOeYw',b'OuhLqQ',2
b'YAOeYw',b'GeQWYQ',2
b'D1qzCA',b'cO1oqA',2
b'D1qzCA',b'e2P4oA',2
b'D1qzCA',b'zyBmlA',2
b'lfMW0w',b'8.FNuA',2
b'lfMW0w',b'x4p4HQ',6
b'lfMW0w',b'kIVCtw',2
b'lfMW0w',b'aFUIgg',2
b'lfMW0w',b'IbgEaA',2
b'lfMW0w',b'0n.xLw',4
b'lfMW0w',b'qCJ6dQ',2
b'lfMW0w',b'5RM4xQ',2
b'lfMW0w',b'QrRCEg',2
b'lfMW0w',b'6ExDKQ',2
b'lfMW0w',b'eN2MEA',2
b'lfMW0w',b'pl3zaA',2
b'lfMW0w',b'vDI-yQ',2
b'lfMW0w',b'LiKGTg',2
b'KK0lgA',b'9-oakg',2
b'KK0lgA',b'zW2F2w',2
b'KK0lgA',b'MP-kaw',2
b'KK0lgA',b'EuK7Zw',2
b'KK0lgA',b'eUui0A',2
b'KK0lgA',b'trF0ug',2
b'KK0lgA',b'jvOgyA',2
b'KK0lgA',b'ybK0RA',2
b'KK0lgA',b'.BPGPg',2
b'KK0lgA',b'IQagow',2
b'KK0lgA',b'zyPOCg',2
b'H-BUlg',b'1oywEQ',2
b'H-BUlg',b'o.i4WA',2
b'xvJdvw',b'54YhmQ',2
b'xvJdvw',b'd2ZjBw',2
b'xvJdvw',b'q8N8sA',2
b'xvJdvw',b'PKWJ0A',2
b'xvJdvw',b'qu8mZQ',2
b'xvJdvw',b'SrH1oQ',2
b'xvJdvw',b'48UEAA',2
b'xvJdvw',b'JKqjiA',2
b'xvJdvw',b'GwJR8A',2
b'xvJdvw',b'b.QsxA',2
b'xvJdvw',b'yF-Sjg',2
b'xvJdvw',b'1TSpmA',2
b'xvJdvw',b'PC4aNw',2
b'-TH1Qw',b'7.HVkA',2
b'-TH1Qw',b'PM3DQg',2
b'-TH1Qw',b'l.r-4Q',2
b'-TH1Qw',b'fpVH7g',2
b'5sZCiQ',b'z9piIA',2
b'HqIbOQ',b'AVkLmA',2
b'HqIbOQ',b'02JnHQ',2
b'HqIbOQ',b'Yj9EKg',2
b'HqIbOQ',b'v4bMnA',2
b'HqIbOQ',b'6H01xw',2
b'HqIbOQ',b'IU9DYA',2
b'HqIbOQ',b'la8DGw',2
b'HqIbOQ',b'5rTdEQ',2
b'HqIbOQ',b'RnuwMA',2
b'HqIbOQ',b'hGN0vA',2
b'HqIbOQ',b'J1.ewA',2
b'HqIbOQ',b'wfKbSg',2
b'HqIbOQ',b'JBS6Sw',2
b'HqIbOQ',b'1UthOg',2
b'HqIbOQ',b'-yzp5w',2
b'HqIbOQ',b'jN1OrQ',2
b'HqIbOQ',b'g58O5w',2
b'HqIbOQ',b'p.EW3w',2
b'HqIbOQ',b'NFafxA',2
b'HqIbOQ',b'bkYZmw',2
b'HqIbOQ',b'W10p0A',2
b'HqIbOQ',b'iCkzjQ',4
b'HqIbOQ',b'-JrZoA',2
b'HqIbOQ',b'faGdcw',2
b'JP0sew',b'tXZRGg',2
b'XpRXLg',b'uMGAJg',2
b'XpRXLg',b'k-GY.A',2
b'XpRXLg',b'7D-LPg',2
b'XpRXLg',b'x-JtDA',2
b'XpRXLg',b's8.iwg',2
b'XpRXLg',b'WY8oAw',2
b'XpRXLg',b'4c1aKA',2
b'XpRXLg',b'iGl1rg',2
b'gO9GWw',b'frBAag',2
b'gO9GWw',b'8Cshow',4
b'gO9GWw',b'mpRLeA',2
b'gO9GWw',b'5LxAQA',2
b'gO9GWw',b'0kEUIA',2
b'gO9GWw',b'WCXbAA',2
b'gO9GWw',b'X16KfA',2
b'gO9GWw',b'HAJdXw',2
b'gO9GWw',b'lcAg4Q',2
b'gO9GWw',b'L5kkvQ',2
b'gO9GWw',b'tpMLpw',2
b'gO9GWw',b'Y3iVzA',2
b'gO9GWw',b'apK4fQ',2
b'gO9GWw',b'36GVEA',2
b'gO9GWw',b'cT5uFQ',2
b'gO9GWw',b'znIHUA',2
b'gO9GWw',b'JVjFwA',2
b'gO9GWw',b'DYGwvQ',2
b'gO9GWw',b'aJleEA',2
b'gO9GWw',b'2hJMjA',2
b'gO9GWw',b'icVHiA',2
b'gO9GWw',b'FmO0YA',2
b'gO9GWw',b'SrH1oQ',2
b'gO9GWw',b'E5Qvlw',2
b'gO9GWw',b'IbJuIA',2
b'gO9GWw',b'iayk5A',2
b'gO9GWw',b'GXggsg',2
b'gO9GWw',b'L4SmGg',2
b'GFewAw',b'sMeY0A',2
b'GFewAw',b'8qdn6Q',2
b'0qWg3w',b'hdvylA',2
b'0qWg3w',b'MRnDEg',2
b'0qWg3w',b'lwRRvQ',2
b'0qWg3w',b'l2yG2A',2
b'uBU-jw',b'iyOECQ',2
b'93a32g',b'WsI-zA',2
b'L9lbcg',b'mpRLeA',2
b'L9lbcg',b'M6ROaA',2
b'L9lbcg',b'bBiHIQ',2
b'K4pI5Q',b'WtDulg',2
b'K4pI5Q',b'cGT.HA',2
b'K4pI5Q',b'o5g8UQ',2
b'K4pI5Q',b'arVVcA',2
b'NtJgbw',b'uMGAJg',2
b'NtJgbw',b'adofnQ',2
b'NtJgbw',b'kSeFrw',2
b'NtJgbw',b'Se9-Lw',2
b'NtJgbw',b'xDHjhw',2
b'NtJgbw',b'C5h2WA',2
b'NtJgbw',b's8.iwg',2
b'NtJgbw',b'8y-u-Q',2
b'rasLIw',b'qWkuBg',2
b'rasLIw',b'2.HdEg',2
b'rasLIw',b'WyjxKA',2
b'wj2BXA',b'Po7hag',2
b'wj2BXA',b'GITwSw',2
b'wj2BXA',b'7DTFOQ',6
b'wj2BXA',b'QjpO6Q',2
b'wj2BXA',b'VZBNuQ',2
b'wj2BXA',b'36GVEA',2
b'wj2BXA',b'3x-pfA',2
b'wj2BXA',b'qD6.wQ',2
b'wj2BXA',b'kZX83Q',2
b'wj2BXA',b'jv2NYQ',2
b'wj2BXA',b'AzzjsQ',2
b'wj2BXA',b'uCv6aA',2
b'wj2BXA',b'nfFqMA',2
b'mbXlDw',b'tQnuLA',2
b'mbXlDw',b'ql8iJw',2
b'mbXlDw',b'ddb29Q',2
b'mbXlDw',b'FAfUsA',2
b'9f6TUg',b'H36mGQ',2
b'9f6TUg',b'RDiZhw',2
b'9f6TUg',b'hG9zIQ',2
b'lxnsbA',b'0QVtQA',2
b'lxnsbA',b'zB2.hQ',2
b'lxnsbA',b'YbzcqQ',2
b'wz32QQ',b'CDUyMw',2
b'wz32QQ',b'C.NSnw',2
b'wz32QQ',b'UANscA',2
b'wz32QQ',b'J0CxdQ',2
b'wz32QQ',b'oNE3Fg',2
b'6wKbug',b'by9WsQ',2
b'6wKbug',b'EcS5cA',2
b'6wKbug',b'-Ukl4w',2
b'6wKbug',b'PFDUSA',2
b'6wKbug',b'HAJdXw',2
b'6wKbug',b'5tSp0A',2
b'6wKbug',b'wv.nCQ',2
b'6wKbug',b'0-5mPw',2
b'Ip7Dmg',b'44lhag',2
b'KHRO-g',b'4ttrFQ',2
b'KHRO-g',b'sNZYbg',2
b'g0HPOw',b'nf-nYQ',2
b'g0HPOw',b'gYzQ2Q',2
b'g0HPOw',b'W8wo4A',2
b'g0HPOw',b'pMJmTA',2
b'g0HPOw',b'xCs5HQ',2
b'NDif9A',b'PKWJ0A',2
b'NDif9A',b'uKyvZA',2
b'xZZU6Q',b'hG9zIQ',2
b'fP1quw',b'SPvG8Q',2
b'uuI00w',b'Mao9LA',2
b'uN5Jqw',b'SxRL3g',2
b'lKOjYA',b'5xNNEA',2
b'Y6lmCw',b'-Z89ww',2
b'Y6lmCw',b'7erf9Q',2
b'Y6lmCw',b'vqiF9g',2
b'uC3Zqw',b'ZaPkaA',2
b'JLElbg',b'ssvLlA',2
b'JLElbg',b'XfD4fQ',2
b'JLElbg',b'ZvgncA',2
b'.qtqXg',b'0VAuAA',2
b'g9sC1A',b'qWkuBg',2
b'g9sC1A',b'9bgUaA',2
b'g9sC1A',b'8t2w.A',2
b'.VzQ5w',b'jGMxUA',2
b'LSm7qA',b'N8ClFw',2
b'LSm7qA',b'kOI6cw',2
b'N3rCRw',b'4LsVAA',2
b'N3rCRw',b'rZDc7w',2
b'N3rCRw',b'y4lGWA',2
b'N3rCRw',b'P4LQgw',2
b'N3rCRw',b'Iuip0g',2
b'N3rCRw',b'fLTc.A',2
b'N3rCRw',b'V33wNw',2
b'vIfFGw',b'eNw5kg',2
b'vIfFGw',b'AVkLmA',2
b'vIfFGw',b'2Asjmw',2
b'vIfFGw',b'0kEUIA',2
b'vIfFGw',b'zXa8ig',2
b'vIfFGw',b'bkZ6Ng',2
b'vIfFGw',b'WtDulg',8
b'vIfFGw',b'tLyoFg',2
b'vIfFGw',b'L5kkvQ',2
b'vIfFGw',b'9IeFQw',4
b'vIfFGw',b'9fyR1A',2
b'vIfFGw',b'DTzQDQ',2
b'vIfFGw',b'2TfiSw',2
b'vIfFGw',b'cGT.HA',2
b'vIfFGw',b'59CfkQ',2
b'vIfFGw',b'f5vs2A',2
b'vIfFGw',b'T4qmLw',6
b'vIfFGw',b'mLohXA',2
b'vIfFGw',b'qOkzvg',2
b'vIfFGw',b'WPwntQ',2
b'vIfFGw',b'zvsqnA',2
b'vIfFGw',b'nRy.bg',2
b'vIfFGw',b'Sks8fQ',2
b'vIfFGw',b'0VAuAA',2
b'vIfFGw',b'L4SmGg',4
b'vIfFGw',b'Q.GTrA',2
b'vIfFGw',b'lop5og',4
b'vIfFGw',b'GeQWYQ',2
b'vIfFGw',b'7pjCsA',2
b'DDH9vQ',b'14xDaA',2
b'DDH9vQ',b'2bVhGw',2
b'DDH9vQ',b'0QMeZA',2
b'DDH9vQ',b'sMk2BA',2
b'DDH9vQ',b'OzZjkA',2
b'DDH9vQ',b'5BgkUA',2
b'DDH9vQ',b'cEd8kA',2
b'bnYefA',b'jxcAog',2
b'bnYefA',b'NNu-rA',4
b'bnYefA',b'R71hOg',4
b'bnYefA',b'OuhLqQ',6
b'bnYefA',b'RNVuyA',2
b'bnYefA',b'b0voeA',2
b'bnYefA',b'bdBeSA',2
b'bnYefA',b'41MbTw',4
b'bnYefA',b'Gn3l0Q',2
b'bnYefA',b'CnyXrg',6
b'bnYefA',b'PHVLYQ',2
b'bnYefA',b'umIuww',2
b'bnYefA',b'dssuaA',2
b'bnYefA',b'v7-14A',4
b'bnYefA',b'sQQL1w',2
b'bnYefA',b'P3Oyzg',2
b'bnYefA',b'2bVhGw',6
b'bnYefA',b'DJj24Q',4
b'bnYefA',b'.kMgCw',2
b'bnYefA',b'zy9APg',2
b'bnYefA',b'z09KNg',2
b'bnYefA',b'y-KNWA',2
b'bnYefA',b'rooGFA',4
b'bnYefA',b'0IfU7g',2
b'bnYefA',b'4lka8A',2
b'bnYefA',b'.IoQZA',2
b'bnYefA',b'rJ9YUA',2
b'bnYefA',b'c.Goog',2
b'bnYefA',b'1zUjwA',2
b'bnYefA',b'NEZceA',4
b'bnYefA',b'XdJLyA',2
b'bnYefA',b'oulq3Q',2
b'bnYefA',b'zPkDJg',2
b'bnYefA',b'WbL18A',2
b'bnYefA',b'lfHf4Q',2
b'bnYefA',b'Z.gvBA',2
b'CGYoOw',b'vM.gZA',2
b'.o1Diw',b'uAkS8A',2
b'.o1Diw',b'adySIA',2
b'.o1Diw',b'Dq2OsA',2
b'3s440Q',b't5B6KA',2
b'3s440Q',b'tBIwXA',2
b'3s440Q',b'2.HdEg',2
b'3s440Q',b'W5WyMQ',2
b'rINWOw',b'MRnDEg',2
b'rINWOw',b'dTJBww',2
b'PIDTxg',b'.bASYA',2
b'PIDTxg',b'mN6YgA',2
b'osOI1A',b'.OyqQg',2
b'0NgIAw',b'.L0.sA',2
b'0NgIAw',b'e1h2NA',2
b'0NgIAw',b'vO7qjQ',2
b'0NgIAw',b'u98ACA',2
b'0NgIAw',b'Yj9EKg',2
b'0NgIAw',b'QmJ4WA',2
b'0NgIAw',b'qB1fow',4
b'0NgIAw',b'y.99uQ',2
b'0NgIAw',b'Ag8lCg',4
b'0NgIAw',b'uqdBUA',2
b'0NgIAw',b'JXsQWw',2
b'0NgIAw',b'lQgPqA',2
b'0NgIAw',b'J7pm3Q',2
b'0NgIAw',b'4qLZ8Q',2
b'x4w40w',b'72EWyg',2
b'x4w40w',b'iPEYEg',2
b'x4w40w',b'vZ3CYA',2
b'mKtxbA',b'AVkLmA',2
b'mKtxbA',b'auQeCw',2
b'mKtxbA',b'.eWSCA',2
b'mKtxbA',b'42mZLQ',4
b'mKtxbA',b'AUVSmg',6
b'mKtxbA',b'02JnHQ',2
b'mKtxbA',b'KLHe6A',2
b'mKtxbA',b'Pt35aA',2
b'mKtxbA',b'xIsKQg',2
b'mKtxbA',b'kRkgEA',2
b'mKtxbA',b'BNrOdQ',2
b'mKtxbA',b'qvX9WA',2
b'mKtxbA',b'qFoJ4A',2
b'mKtxbA',b'fmifoA',2
b'mKtxbA',b'WiWMrw',2
b'mKtxbA',b'5L0Q6A',2
b'mKtxbA',b'vqiF9g',2
b'mKtxbA',b'bBiHIQ',2
b'WYpcng',b'1qSpIA',2
b'7RYa4w',b'adySIA',2
b'7RYa4w',b'COPD6w',2
b'7RYa4w',b'iyOECQ',2
b'7RYa4w',b'XbDz0g',2
b'xG8J7Q',b'BhVnug',2
b'V97tNw',b'A0w-BQ',2
b'V97tNw',b'.2.zjw',2
b'V97tNw',b'KdYL4w',2
b'V97tNw',b'Gt.vEA',2
b'V97tNw',b'KeUG2Q',2
b'V97tNw',b'.jlw4A',2
b'V97tNw',b'2TQbkA',2
b'V97tNw',b'dC3iCw',2
b'V97tNw',b'xZb54A',2
b'V97tNw',b'JxemIQ',2
b'V97tNw',b'-3vh7g',2
b'V97tNw',b'7S3hqg',2
b'V97tNw',b'QO4.8A',2
b'V97tNw',b'ensZoQ',2
b'V97tNw',b'vqiF9g',2
b'3MZlNw',b'f2VsCA',2
b'Ke-akQ',b'WP0ENw',2
b'Ke-akQ',b'1bG3-w',2
b'magSUQ',b'cN0C0A',2
b'IK-UKg',b'8QIghA',2
b'IK-UKg',b'jLyNog',2
b'IK-UKg',b'VnET4Q',2
b'IK-UKg',b'ADiOaA',2
b'IK-UKg',b'2bVhGw',2
b'IK-UKg',b'1Rev6g',4
b'IK-UKg',b'qgVuXQ',4
b'IK-UKg',b'QIzpBw',4
b'IK-UKg',b'W49SEw',2
b'IK-UKg',b'GNmRmA',2
b'p.UCNQ',b'H3IGZQ',2
b'p.UCNQ',b'xfCP.g',2
b'p.UCNQ',b'y7D8hA',2
b'p.UCNQ',b'LZVV2A',2
b'p.UCNQ',b'MaqhCQ',2
b'p.UCNQ',b'P49rxA',4
b'p.UCNQ',b'hGBWWg',2
b'p.UCNQ',b'tujdhQ',2
b'p.UCNQ',b'XBte4w',2
b'p.UCNQ',b'qH8feg',10
b'p.UCNQ',b'UCPVcA',2
b'p.UCNQ',b'WM31UA',2
b'p.UCNQ',b'.fnDGA',2
b'p.UCNQ',b'.Zqi7g',2
b'p.UCNQ',b'fpAWGA',2
b'p.UCNQ',b'zaqtTw',2
b'p.UCNQ',b'RNurbw',2
b'p.UCNQ',b'vqiF9g',2
b'p.UCNQ',b'qpT4VQ',2
b'p.UCNQ',b'ZRRvzw',4
b'p.UCNQ',b'dI-fgQ',4
b'p.UCNQ',b'i.yZ0Q',2
b'p.UCNQ',b'nGh3xw',2
b'p.UCNQ',b'QR-s3w',2
b'p.UCNQ',b'Sdzc6w',2
b'p.UCNQ',b'OIPgUg',4
b'p.UCNQ',b'XW.tzg',2
b'6O3tAA',b'I1f6Xg',4
b'6O3tAA',b'1zUjwA',2
b'2iCSMg',b'PALOcA',2
b'2iCSMg',b'1cnB7g',2
b'2iCSMg',b'pFNsRg',2
b'2iCSMg',b'phpgYQ',2
b'2iCSMg',b'C.NSnw',2
b'2iCSMg',b'u3PoHw',2
b'2iCSMg',b'r0aD4A',2
b'2iCSMg',b'gxlAPw',2
b'2iCSMg',b'SHEygA',2
b'2iCSMg',b'63z34Q',2
b'2iCSMg',b'JKqjiA',2
b'2iCSMg',b'rkhl4g',2
b'2iCSMg',b'v5HXGA',2
b'2iCSMg',b'v6am0g',2
b'2iCSMg',b'xeSoIA',2
b'2iCSMg',b'Hz8i6A',2
b'2iCSMg',b'shGcKQ',2
b'2iCSMg',b'uDgC9g',2
b'b8hDdA',b'9-oakg',2
b'b8hDdA',b'kQya.A',2
b'b8hDdA',b'.-If1A',2
b'gFwSdw',b'gQU9AA',2
b'1CtliA',b'p8kf-Q',2
b'1CtliA',b'7G0csA',2
b'1CtliA',b'vtrVwQ',2
b'1CtliA',b'5olY6Q',2
b'1CtliA',b'5H1d6A',2
b'1CtliA',b'JiGYuA',2
b'32WW.w',b'27bgeQ',2
b'Bm191w',b'U7L.aA',2
b'Bm191w',b'GZGkhg',2
b'Bm191w',b'hgj7qA',2
b'KCLB1g',b'WEMtbA',4
b'KCLB1g',b'a6709w',2
b'KCLB1g',b'K1VEQg',4
b'KCLB1g',b'Uny1yg',4
b'KCLB1g',b'tm4Yyw',2
b'KCLB1g',b'JuMlZA',2
b'hVbJnA',b'bcM5sw',2
b'hVbJnA',b'-uQPrQ',2
b'5OrOMQ',b'BNrOdQ',2
b'5OrOMQ',b'0QVtQA',2
b'5OrOMQ',b'VOpyQA',2
b'knzQuA',b'-mJIYQ',2
b'knzQuA',b'UXA-QA',2
b'uYFqfQ',b'jxcAog',2
b'uYFqfQ',b'.eWSCA',2
b'uYFqfQ',b'BZyGvQ',2
b'uYFqfQ',b'0Kbh-Q',2
b'uYFqfQ',b'8ue1OQ',2
b'uYFqfQ',b'hJt4OA',2
b'uYFqfQ',b'WwS0OA',2
b'uYFqfQ',b'QkI.zQ',2
b'OGxonw',b'JAaeDA',2
b'OGxonw',b'wp.MxA',2
b'-.61yA',b'qsr4Dg',2
b'-.61yA',b'MGALRA',2
b'-.61yA',b'OIrZRQ',2
b'-.61yA',b'FakBAw',2
b'-.61yA',b'fgl4AA',2
b'-.61yA',b'QJbpBA',2
b'-.61yA',b'9tT.wA',2
b'-.61yA',b'bTDnnQ',2
b'-.61yA',b'TC-AHg',2
b'-.61yA',b'aFUIgg',2
b'-.61yA',b'Hl.lrA',4
b'-.61yA',b'Hcf.ag',2
b'-.61yA',b'gUDVAQ',2
b'-.61yA',b'PTA-Ug',2
b'-.61yA',b'GkTI0A',4
b'-.61yA',b'Aw5oKw',2
b'-.61yA',b'Az6jPw',6
b'-.61yA',b'JLgqeQ',2
b'-.61yA',b'h60JGA',2
b'-.61yA',b'lj6Z0Q',2
b'-.61yA',b'oTGbzg',2
b'-.61yA',b'ArwVyA',2
b'-.61yA',b'8kel8Q',2
b'-.61yA',b'DB2ofw',2
b'-.61yA',b'gh1u1A',2
b'-.61yA',b'AdUywA',2
b'dGJycw',b'UadUDg',2
b'dGJycw',b'HE1Eag',2
b'dGJycw',b'BmYBiQ',2
b'dGJycw',b'1Rev6g',2
b'dGJycw',b'BysQEQ',2
b'EahTxg',b'Lp-amA',2
b'oihnyw',b'cN0C0A',2
b'oihnyw',b'kZX83Q',2
b'53uHdw',b'AVkLmA',2
b'53uHdw',b'WGXsbg',2
b'53uHdw',b'Xs0H4g',2
b'XWoloA',b'OGc7Tg',2
b'XWoloA',b'sNIjZA',2
b'XWoloA',b'BG-IyA',2
b'XWoloA',b'omjBTA',2
b'XWoloA',b'dzujKg',2
b'XWoloA',b'XP3srQ',2
b'o1sP.w',b'AFL0Mg',2
b'o1sP.w',b'mJg57A',2
b'o1sP.w',b'xXqUyw',2
b'OJgnEw',b'SATIOA',2
b'OJgnEw',b'3cHosA',2
b'W7uY3Q',b'kuG0NQ',2
b'W7uY3Q',b'tSOV7Q',2
b'W7uY3Q',b'gTMkbw',2
b'W7uY3Q',b'qx5OSQ',2
b'W7uY3Q',b'YV0muA',2
b'W7uY3Q',b'KNiJcA',2
b'W7uY3Q',b'bBiHIQ',2
b'JbxVZQ',b'E0KQcA',2
b'JbxVZQ',b'KdYL4w',2
b'JbxVZQ',b'x4p4HQ',2
b'JbxVZQ',b'oCCVlA',2
b'JbxVZQ',b'0gWMGA',2
b'JbxVZQ',b'vqiF9g',2
b'lcI7BQ',b'fXufGg',2
b'lcI7BQ',b'M8D6QA',2
b'lcI7BQ',b'3lP0yw',2
b'lcI7BQ',b'sHWN4A',2
b'lcI7BQ',b'Stu3XA',2
b'dKSweQ',b'-ML1TQ',2
b'dKSweQ',b'CjmuXw',2
b'dKSweQ',b'Qi8g6Q',2
b'dKSweQ',b'5xBEmg',2
b'uxCBKA',b'q8N8sA',2
b'uxCBKA',b'9qHmuA',2
b'uxCBKA',b'z9yxJg',2
b'uxCBKA',b'JZOZHw',2
b'uxCBKA',b'NIK.UA',2
b'uxCBKA',b'bBiHIQ',2
b'uxCBKA',b'QgtHvA',2
b'die5vQ',b'4LsVAA',2
b'die5vQ',b'WtDulg',2
b'die5vQ',b'v-C0XQ',2
b'die5vQ',b'G64hjw',2
b'die5vQ',b'MS.6Iw',2
b'die5vQ',b'Diiysw',2
b'die5vQ',b'FfezwA',2
b'die5vQ',b'1AykWA',2
b'die5vQ',b'M5ehiw',2
b'die5vQ',b'OxWXfg',2
b'2v2Tyw',b'QHU2ig',2
b'2v2Tyw',b'FXefKg',2
b'2v2Tyw',b'Dq2OsA',2
b'2v2Tyw',b'0kabpQ',2
b'2v2Tyw',b'k-GY.A',2
b'2v2Tyw',b'EK7ieg',2
b'2v2Tyw',b'Aoozmw',2
b'2v2Tyw',b'R4EfJg',2
b'2v2Tyw',b'gM2tIg',2
b'2v2Tyw',b'Shdx.Q',2
b'TRF8-A',b'EVFauw',2
b'TRF8-A',b'3Hl7wA',2
b'TRF8-A',b'xyekeg',4
b'TRF8-A',b'aST-Ag',2
b'TRF8-A',b'No-dDw',2
b'TRF8-A',b'HHDjFQ',2
b'TRF8-A',b'J.hyYw',2
b'TRF8-A',b'yEyoEA',2
b'TRF8-A',b'8b2uig',2
b'TRF8-A',b'bzGT.A',2
b'TRF8-A',b'RTaIfA',2
b'TRF8-A',b'48tOmg',2
b'TRF8-A',b'GYke4A',2
b'HT.B4g',b'GNU5MA',2
b'Lw-N3Q',b'E0nVWA',2
b'Lw-N3Q',b'C5YblQ',2
b'Lw-N3Q',b'Kp6EbA',2
b'Lw-N3Q',b'71vKCQ',2
b'Lw-N3Q',b'.2SwzA',2
b'Lw-N3Q',b'SrH1oQ',2
b'Lw-N3Q',b'oalcCA',2
b'Lw-N3Q',b'3T30Cw',2
b'GIDHvQ',b'RDiZhw',2
b'GIDHvQ',b'NgcyhQ',2
b'73AyDg',b'u0IoIA',2
b'73AyDg',b'ZfgaQA',2
b'73AyDg',b'adySIA',2
b'73AyDg',b'fXufGg',2
b'73AyDg',b'9tEHeA',4
b'73AyDg',b'Ny5i0w',2
b'73AyDg',b'1ircww',2
b'73AyDg',b'I1Bgrw',2
b'73AyDg',b'nyzB2A',2
b'73AyDg',b'rix6vA',2
b'73AyDg',b'5D9yWw',2
b'73AyDg',b'zWnrAA',2
b'73AyDg',b'JoyASg',2
b'T9pCig',b'EbkL1A',2
b'T9pCig',b'aE6V8w',2
b'2y0tKw',b'kuG0NQ',2
b'2y0tKw',b'Qn8kNA',2
b'2y0tKw',b'-LTigw',2
b'2y0tKw',b'TWy-Fw',2
b'm1xmIQ',b'yo97rg',2
b'm1xmIQ',b'0CT8vw',2
b'm1xmIQ',b'IVykGg',2
b'UtnoUA',b'-Z89ww',2
b'UtnoUA',b'Pt35aA',2
b'UtnoUA',b'Gt.vEA',2
b'AAm9Cw',b'eNw5kg',2
b'AAm9Cw',b'cHAGmw',2
b'AAm9Cw',b'dhLiQA',2
b'AAm9Cw',b'XsLfYA',2
b'AAm9Cw',b'RfNy4A',2
b'd2rcNg',b'7DTFOQ',2
b'S0prTA',b'9okKCg',2
b'S0prTA',b'BzNhSQ',2
b'S0prTA',b'KcBsEQ',2
b'S0prTA',b'-AJU8Q',2
b'm0hEgQ',b'abOrdA',2
b'1mERpQ',b'x4p4HQ',2
b'1mERpQ',b'bBiHIQ',2
b'o1pKqw',b'mN6YgA',2
b'o1pKqw',b'pjALqg',2
b'o1pKqw',b'aIEYAA',2
b'o1pKqw',b'WyjxKA',2
b'LOISjQ',b'1zXRog',2
b'LOISjQ',b'AqHNYg',2
b'LOISjQ',b'5lep2A',2
b'LOISjQ',b'QQ3krw',2
b'LOISjQ',b'2bVhGw',2
b'LOISjQ',b'mDHYkA',2
b'LOISjQ',b'jBF.4A',2
b'LOISjQ',b'yEyoEA',2
b'CBgXfA',b'A0w-BQ',2
b'CBgXfA',b'Vr8XhA',2
b'CBgXfA',b'0BUafw',2
b'CBgXfA',b'HnNTnw',2
b'hQHD.w',b'b09PLg',2
b'hQHD.w',b'urxZ1w',2
b'hQHD.w',b'ewGLbg',2
b'hQHD.w',b'Xtq9ig',2
b'JkkbKw',b'7-D8vQ',2
b'JkkbKw',b'bBiHIQ',2
b'MstAfQ',b'ZzLoJQ',2
b'MstAfQ',b'8tjnTw',2
b'MstAfQ',b'xeSoIA',2
b'UaxE-w',b'xSNMyw',2
b'zu2Vaw',b'-zAKrg',4
b'zu2Vaw',b'1sl9hg',2
b'zu2Vaw',b'NbWIUA',2
b'zu2Vaw',b'0yV7XQ',2
b'zu2Vaw',b'efpwiQ',2
b'zu2Vaw',b'y4lGWA',2
b'6aj9yw',b'6JQ5vg',2
b'6aj9yw',b'7DCHIA',2
b'6aj9yw',b'oWSSuA',2
b'1dRFyQ',b'3Hl7wA',2
b'1dRFyQ',b'irA5Vg',2
b'1dRFyQ',b'SJYPog',2
b'2Gnx3g',b'JYEe7g',2
b'2Gnx3g',b'Aamj2A',2
b'2Gnx3g',b'inmP3Q',2
b'2Gnx3g',b'50QlOw',2
b'2Gnx3g',b'66nAzg',6
b'2Gnx3g',b'MnUXSA',2
b'2Gnx3g',b'Stg.sg',2
b'2Gnx3g',b'1wPiNA',2
b'2Gnx3g',b'HkvaMA',2
b'2Gnx3g',b'CnyXrg',2
b'2Gnx3g',b'Siwpvg',2
b'2Gnx3g',b'10i87Q',2
b'2Gnx3g',b'cU.-Gg',2
b'2Gnx3g',b'cRptSA',2
b'2Gnx3g',b'LOr4xA',2
b'2Gnx3g',b'3CQt.g',2
b'2Gnx3g',b'G64hjw',2
b'2Gnx3g',b'6VIA6w',2
b'2Gnx3g',b'DJXHog',4
b'2Gnx3g',b'GFEy1Q',2
b'2Gnx3g',b'KANfHw',2
b'2Gnx3g',b'KYMP0A',2
b'2Gnx3g',b'yUYbjA',2
b'2Gnx3g',b'R.NUbw',2
b'2Gnx3g',b'gGoVAw',2
b'2Gnx3g',b'eUGVgw',2
b'2Gnx3g',b'BMfzxA',2
b'2Gnx3g',b'OQmAzg',2
b'2Gnx3g',b'glkHmA',2
b'2Gnx3g',b'zn7enA',2
b'2Gnx3g',b'VgF7jQ',2
b'2Gnx3g',b'bvjX9w',2
b'2Gnx3g',b'6RQ7-A',2
b'2Gnx3g',b'r.vBDg',2
